Thresholds,False Positive Rate,True Positive Rate
1.9998495858938137,0.0,0.0
0.9998495858938138,0.0,2.491528802072952e-05
0.9997498159130288,0.0,0.0010713573848913694
0.9997496195412695,0.0,0.0011211879609328284
0.9997186497810229,0.0,0.003787123779150887
0.999718595735569,0.0,0.003836954355192346
0.9997170590738483,0.0,0.004011361371337453
0.9997170178515742,0.0,0.004086107235399641
0.9997130883572912,0.0,0.004634243571855691
0.9997130640952104,0.0,0.004684074147897149
0.9996936054465885,0.0,0.007175602949970101
0.999693454734612,0.0,0.007250348814032291
0.9996795225146032,0.0,0.009642216464022324
0.9996793625694859,0.0,0.009692047040063783
0.9996750402335742,0.0,0.010688658560892964
0.999674898817107,0.0,0.010763404424955152
0.9996747680172691,0.0,0.010813235000996612
0.9996739942240764,0.0,0.010987642017141717
0.9996737632279773,0.0,0.011037472593183177
0.9996733456384054,0.0,0.011137133745266096
0.9996732021807677,0.0,0.011211879609328283
0.9996728919423716,0.0,0.011311540761411202
0.999672711867318,0.0,0.011361371337452662
0.9996668411448107,0.0,0.012507474586406218
0.9996667740341572,0.0,0.012557305162447678
0.9996664714765053,0.0,0.012632051026509867
0.9996664170788042,0.0,0.012681881602551326
0.9996655251809585,0.0,0.012831373330675702
0.9996651893776592,0.0,0.012881203906717162
0.9996641518521663,0.0,0.013155272074945186
0.9996637386314278,0.0,0.013254933227028105
0.99965838499653,0.0,0.014251544747857284
0.9996581081696541,0.0,0.014301375323898744
0.9996571524425435,0.0,0.01455052820410604
0.999657090452749,0.0,0.014600358780147498
0.9996566179139185,0.0,0.014700019932230416
0.9996565416994411,0.0,0.014749850508271876
0.9996541405680681,0.0,0.015248156268686466
0.9996536802844368,0.0,0.015297986844727924
0.9996530782957096,0.0,0.015497309148893761
0.999652940384792,0.0,0.01557205501295595
0.9996480155787771,0.0,0.016792904125971696
0.9996480006015818,0.0,0.016867649990033883
0.9996474993874411,0.0,0.016967311142116803
0.9996473304483119,0.0,0.01704205700617899
0.999644760886477,0.0,0.01756527805461431
0.9996447603251143,0.0,0.01761510863065577
0.9996446210213803,0.0,0.01768985449471796
0.9996444721402487,0.0,0.017739685070759417
0.99964437070364,0.0,0.017764600358780146
0.9996443426255737,0.0,0.017814430934821608
0.9996441594613175,0.0,0.017864261510863066
0.9996441073990875,0.0,0.017914092086904525
0.9996426708918115,0.0,0.018387482559298386
0.9996422811199085,0.0,0.018437313135339844
0.9996402504775157,0.0,0.018885788319712975
0.9996401254960099,0.0,0.018935618895754434
0.9996393367381229,0.0,0.01911002591189954
0.999639043667243,0.0,0.01920968706398246
0.9996369267240139,0.0,0.019683077536376322
0.999636836843914,0.0,0.01973290811241778
0.9996340301442438,0.0,0.02023121387283237
0.9996339681748085,0.0,0.02028104444887383
0.9996287709864345,0.0,0.02125274068168228
0.9996286753678432,0.0,0.02130257125772374
0.9996274310947826,0.0,0.021651385290013953
0.9996273081685114,0.0,0.02170121586605541
0.9996262526942683,0.0,0.021900538170221247
0.9996261984368889,0.0,0.021950368746262706
0.9996260618023517,0.0,0.022000199322304168
0.9996260317840266,0.0,0.022050029898345626
0.9996243610715234,0.0,0.022498505082718757
0.9996243480418223,0.0,0.022548335658760216
0.9996238221494765,0.0,0.02267291209886386
0.9996238210452114,0.0,0.022722742674905323
0.9996203643331663,0.0,0.023470201315527208
0.9996202472858388,0.0,0.023520031891568666
0.9996199034189778,0.0,0.023569862467610125
0.9996198065221847,0.0,0.023619693043651583
0.9996170054903839,0.0,0.02431732110823201
0.9996167031026116,0.0,0.02436715168427347
0.9996116084648037,0.0,0.025264102053019735
0.9996113460968722,0.0,0.025313932629061193
0.9996087861723189,0.0,0.025737492525413595
0.9996087636241296,0.0,0.025787323101455054
0.9996087454011519,0.0,0.025812238389475783
0.9996086814145817,0.0,0.02586206896551724
0.9996072421265734,0.0,0.026161052421765994
0.9996072007349961,0.0,0.026210882997807456
0.9996067054129492,0.0,0.026310544149890373
0.9996065542420166,0.0,0.02636037472593183
0.9996063340896185,0.0,0.02641020530197329
0.9996063081881097,0.0,0.02646003587801475
0.9996027436782118,0.0,0.027182579230615907
0.9996025350858394,0.0,0.027232409806657365
0.9996002359742551,0.0,0.027705800279051226
0.9996001051333283,0.0,0.027755630855092684
0.9995908971806097,0.0,0.029125971696232808
0.9995907908213143,0.0,0.029225632848315728
0.9995780151273506,0.0,0.03161750049830576
0.9995778102283647,0.0,0.03166733107434722
0.9995695588301098,0.0,0.0330875024915288
0.9995694592429156,0.0,0.03313733306757026
0.9995531235519715,0.0,0.03602750647797488
0.9995530446707118,0.0,0.036102252342037074
0.9995506601450299,0.0,0.036475981662348014
0.9995504317257503,0.0,0.03652581223838947
0.9995375247988737,0.0,0.039615307952959936
0.9995375154061524,0.0,0.039665138529001394
0.9995231986915208,0.0,0.043427347020131554
0.9995230573308587,0.0,0.04347717759617301
0.999520526172863,0.0,0.04414989037273271
0.9995205081233608,0.0,0.04419972094877417
0.9995163444153707,0.0,0.04552023121387283
0.9995163283752834,0.0,0.04557006178991429
0.999513188411445,0.0,0.04664141917480566
0.9995130552221231,0.0,0.04669124975084712
0.9995093843251905,0.0,0.04766294598365557
0.9995092176000625,0.0,0.04771277655969703
0.999508636644482,0.0,0.04791209886386286
0.9995083932873995,0.0,0.04796192943990433
0.9995000819856321,0.0,0.050179390073749254
0.9995000107403895,0.0,0.05022922064979071
0.9994957512842056,0.0,0.051699222643013756
0.9994956584635147,0.0,0.051749053219055215
0.999495477733856,0.0,0.05187362965915886
0.999495468205742,0.0,0.05192346023520032
0.9994948344623694,0.0,0.052172613115407614
0.9994947735615954,0.0,0.052247358979469805
0.9994938747279923,0.0,0.05257125772373929
0.9994937304420256,0.0,0.052670918875822204
0.9994926588834896,0.0,0.052994817620091686
0.9994926515668802,0.0,0.053044648196133144
0.9994888859361196,0.0,0.05434024317321108
0.9994888251790567,0.0,0.05439007374925254
0.9994878130881542,0.0,0.05476380306956349
0.9994878097128496,0.0,0.054813633645604945
0.9994857156229782,0.0,0.05546143113414391
0.9994856344182165,0.0,0.05551126171018537
0.9994850817250751,0.0,0.05563583815028902
0.9994850421131851,0.0,0.055685668726330476
0.9994850352322852,0.0,0.05571058401435121
0.9994848291379134,0.0,0.055760414590392667
0.9994845291916142,0.0,0.05598465218257923
0.9994845246095785,0.0,0.05603448275862069
0.9994812347965881,0.0,0.057305162447677895
0.9994811768933649,0.0,0.05735499302371935
0.9994802041384985,0.0,0.057678891767988835
0.999480180368147,0.0,0.0577287223440303
0.9994783402933767,0.0,0.058376519832569265
0.9994783074445894,0.0,0.058426350408610724
0.9994728207327389,0.0,0.0603448275862069
0.999472766026206,0.0,0.06039465816224836
0.9994708040465277,0.0,0.06124177795495316
0.999470798775693,0.0,0.06129160853099462
0.9994703702821924,0.0,0.06146601554713973
0.9994702990722351,0.0,0.061515846123181186
0.9994702239580097,0.0,0.061565676699222645
0.9994702051119303,0.0,0.06164042256328483
0.9994690069921732,0.0,0.0622882200518238
0.9994689803844649,0.0,0.06233805062786526
0.9994689506491805,0.0,0.062362965915885984
0.9994689331818412,0.0,0.06241279649192745
0.9994688772546761,0.0,0.062437711779948175
0.999468805307037,0.0,0.062487542355989634
0.9994659750182197,0.0,0.06343432330077736
0.9994659599294379,0.0,0.06348415387681881
0.9994657174716525,0.0,0.06360873031692246
0.9994657039450995,0.0,0.06365856089296393
0.999465317637095,0.0,0.0638080526210883
0.9994652903392787,0.0,0.06385788319712976
0.9994646395155594,0.0,0.06420669722941998
0.9994645702545177,0.0,0.06425652780546143
0.9994644854595671,0.0,0.06428144309348216
0.9994643082744873,0.0,0.06433127366952363
0.9994622180355058,0.0,0.06530296990233207
0.9994620868164071,0.0,0.06535280047837352
0.9994599190096938,0.0,0.06652381901534782
0.9994599024952683,0.0,0.06657364959138928
0.9994596259326808,0.0,0.0666733107434722
0.9994595860809135,0.0,0.06672314131951365
0.9994594854913368,0.0,0.06677297189555512
0.9994594810468974,0.0,0.06682280247159657
0.9994532207863102,0.0,0.06933924656169026
0.9994531835352858,0.0,0.06938907713773171
0.9994528096068619,0.0,0.06951365357783536
0.9994528088665882,0.0,0.06956348415387682
0.9994491469528424,0.0,0.07095874028303767
0.9994488982123275,0.0,0.07100857085907913
0.9994463693709605,0.0,0.07227925054813633
0.9994463618214127,0.0,0.07237891170021925
0.9994447335767427,0.0,0.07287721746063384
0.999444676564291,0.0,0.07292704803667531
0.9994438535166768,0.0,0.07322603149292406
0.9994438373432996,0.0,0.07327586206896551
0.9994403713888772,0.0,0.07492027107833367
0.9994403500346893,0.0,0.07497010165437512
0.9994399291600643,0.0,0.07516942395854095
0.9994398333045501,0.0,0.07521925453458242
0.9994382837885271,0.0,0.0759667131752043
0.9994382570013108,0.0,0.07601654375124577
0.9994371182292179,0.0,0.07666434123978473
0.9994370812828612,0.0,0.0767141718158262
0.99943426187814,0.0,0.07800976679290413
0.999434172755062,0.0,0.07805959736894559
0.9994331834922585,0.0,0.07843332668925652
0.9994331594886946,0.0,0.07848315726529799
0.9994325238215194,0.0,0.07865756428144309
0.9994324292184554,0.0,0.078757225433526
0.9994232165377599,0.0,0.08219553518038669
0.9994231440882191,0.0,0.08224536575642814
0.9994155514827238,0.0,0.08575842136735101
0.9994153525191025,0.0,0.08580825194339246
0.999412434866755,0.0,0.08685469404026311
0.9994123675056356,0.0,0.08690452461630456
0.9994096348642667,0.0,0.08797588200119594
0.9994096158690029,0.0,0.08805062786525812
0.9994094299796643,0.0,0.08817520430536177
0.9994093898808902,0.0,0.08822503488140324
0.9994071437375321,0.0,0.08914690053817022
0.9994070889682234,0.0,0.08919673111421168
0.9994054600167491,0.0,0.089719952162647
0.9994054155932756,0.0,0.08976978273868846
0.9994007065239785,0.0,0.09128961530795296
0.9994006548422715,0.0,0.09133944588399442
0.9993979369353759,0.0,0.09246063384492725
0.999397899801565,0.0,0.0925104644209687
0.999396305058808,0.0,0.09288419374127965
0.9993961519388639,0.0,0.0929340243173211
0.999394646864543,0.0,0.09370639824596372
0.9993945684888863,0.0,0.09375622882200518
0.9993945601539491,0.0,0.09378114411002592
0.9993945380910889,0.0,0.09388080526210883
0.9993929665871396,0.0,0.09460334861470998
0.9993928789589618,0.0,0.09465317919075145
0.9993910326108982,0.0,0.09527606139126968
0.9993909856008522,0.0,0.09532589196731114
0.9993898645544512,0.0,0.09582419772772573
0.9993898478279404,0.0,0.09587402830376719
0.9993870691763014,0.0,0.0968208092485549
0.9993870093662899,0.0,0.09687063982459637
0.9993857430056304,0.0,0.09729419972094877
0.999385671894554,0.0,0.09739386087303169
0.9993852181320212,0.0,0.09764301375323899
0.9993852036298584,0.0,0.09769284432928045
0.9993833624386469,0.0,0.09858979469802671
0.9993833562651853,0.0,0.09863962527406817
0.9993809853121683,0.0,0.09931233805062786
0.9993808499202755,0.0,0.09936216862666933
0.9993777574165007,0.0,0.10013454255531194
0.999377743943005,0.0,0.1001843731313534
0.99937727398846,0.0,0.10053318716364361
0.9993772627327576,0.0,0.10058301773968507
0.9993762598132153,0.0,0.10080725533187164
0.9993762548042163,0.0,0.10085708590791309
0.9993745373796301,0.0,0.10125573051624477
0.9993744633378536,0.0,0.10130556109228622
0.9993712496594217,0.0,0.10222742674905322
0.999371114037193,0.0,0.10227725732509468
0.9993686855929513,0.0,0.1030496312537373
0.9993686678676529,0.0,0.10309946182977875
0.999366894832668,0.0,0.10354793701415188
0.999366869491385,0.0,0.10359776759019335
0.9993666553798611,0.0,0.10369742874227626
0.9993666137236541,0.0,0.10374725931831771
0.9993648132364445,0.0,0.10434522623081523
0.9993645597186288,0.0,0.10439505680685669
0.9993636731448058,0.0,0.10461929439904326
0.9993636344805855,0.0,0.10469404026310544
0.9993606166260288,0.0,0.10566573649591389
0.9993606046222795,0.0,0.10571556707195535
0.9993601441411908,0.0,0.10596471995216265
0.9993601137005186,0.0,0.10603946581622484
0.9993574625227374,0.0,0.10703607733705402
0.9993573209865417,0.0,0.10708590791309548
0.9993564295033041,0.0,0.10740980665736496
0.9993563369924391,0.0,0.10745963723340642
0.9993559173000192,0.0,0.10763404424955153
0.9993558291199803,0.0,0.10768387482559298
0.9993555622839043,0.0,0.10775862068965517
0.9993555358554419,0.0,0.10780845126569663
0.9993555235113034,0.0,0.10783336655371736
0.9993554573052955,0.0,0.10788319712975881
0.99935503250529,0.0,0.10800777356986246
0.9993549104658379,0.0,0.10805760414590393
0.9993520909993165,0.0,0.1087054016344429
0.9993520344955029,0.0,0.10875523221048436
0.9993510207923184,0.0,0.10902930037871238
0.9993506063006232,0.0,0.10910404624277456
0.9993489226962008,0.0,0.10930336854694041
0.9993488287836562,0.0,0.10937811441100259
0.9993452126558005,0.0,0.11052421765995615
0.9993451975838255,0.0,0.1105740482359976
0.9993439485233049,0.0,0.11084811640422564
0.9993439084933445,0.0,0.11089794698026709
0.9993422673591642,0.0,0.11147099860474387
0.9993422591404999,0.0,0.11152082918078533
0.9993417150794001,0.0,0.11176998206099263
0.9993416724115568,0.0,0.11181981263703408
0.9993411974682924,0.0,0.1119942196531792
0.9993409450624204,0.0,0.11204405022922065
0.9993355205533349,0.0,0.11331472991827786
0.9993354739835703,0.0,0.11336456049431931
0.9993273182753971,0.0,0.11568168228024715
0.9993270911654402,0.0,0.11573151285628862
0.9993230646444213,0.0,0.11640422563284832
0.9993229622372926,0.0,0.1164789714969105
0.9993222406065311,0.0,0.11680287024117998
0.9993220491446861,0.0,0.11685270081722145
0.9993202765688937,0.0,0.11725134542555311
0.9993202254375981,0.0,0.11730117600159458
0.9993162057457208,0.0,0.1182479569463823
0.9993161707529215,0.0,0.11829778752242376
0.9993102942181519,0.0,0.11966812836356389
0.9993101806508518,0.0,0.11971795893960534
0.999309772663118,0.0,0.11986745066772972
0.9993097081304003,0.0,0.11991728124377118
0.9993067304633239,0.0,0.12046541758022723
0.9993064860766514,0.0,0.12051524815626868
0.9993055684417244,0.0,0.12073948574845525
0.9993050223879711,0.0,0.12083914690053817
0.9993017032594239,0.0,0.12158660554116006
0.9993015828999501,0.0,0.12163643611720151
0.9993011299243353,0.0,0.12176101255730516
0.9993010263259856,0.0,0.12181084313334663
0.9992958059980626,0.0,0.12290711580625872
0.9992957904684566,0.0,0.12295694638230018
0.9992926668642003,0.0,0.12328084512656966
0.9992926584139632,0.0,0.12333067570261112
0.9992905425911758,0.0,0.12357982858281842
0.9992902472131185,0.0,0.12367948973490134
0.9992866312306856,0.0,0.1243272872234403
0.99928648983348,0.0,0.12437711779948177
0.9992852963466672,0.0,0.12455152481562687
0.9992852274569517,0.0,0.12460135539166833
0.9992841851080946,0.0,0.1248255929838549
0.9992841095162802,0.0,0.12487542355989635
0.999283855750473,0.0,0.12495016942395853
0.999283832053785,0.0,0.125
0.9992834526568256,0.0,0.12514949172812437
0.9992834235782404,0.0,0.12519932230416583
0.9992790099056073,0.0,0.1260215268088499
0.9992789491405322,0.0,0.1260962726729121
0.9992783065350465,0.0,0.1262706796890572
0.9992779628252183,0.0,0.12632051026509866
0.9992711001267508,0.0,0.1273420370739486
0.9992710316272568,0.0,0.12739186764999003
0.9992678198903582,0.0,0.12796491927446682
0.999267807144076,0.0,0.128039665138529
0.9992641503112907,0.0,0.1285379708989436
0.9992640339140137,0.0,0.12858780147498505
0.9992555174217521,0.0,0.12988339645206298
0.9992554565387997,0.0,0.12993322702810445
0.999253286232797,0.0,0.13038170221247758
0.9992532630157483,0.0,0.13043153278851904
0.999250604034374,0.0,0.13097966912497508
0.9992504674925355,0.0,0.13102949970101654
