,precision,recall,thresholds
0,0.7680355160932297,1.0,0.0
1,0.7680310771762635,0.9999750847119793,0.019746184295293793
2,0.7680457746478874,0.9999750847119793,0.019790321261220357
3,0.76806047268204,0.9999750847119793,0.01980023491582875
4,0.7680751712787538,0.9999750847119793,0.019820809591120096
5,0.768089870438061,0.9999750847119793,0.019877211098605362
6,0.7681045701599939,0.9999750847119793,0.01988554867082698
7,0.7681192704445848,0.9999750847119793,0.019886153540110814
8,0.768133971291866,0.9999750847119793,0.019923033178161978
9,0.7681486727018699,0.9999750847119793,0.01997990992669307
10,0.7681633746746287,0.9999750847119793,0.02000308657618185
11,0.7681780772101747,0.9999750847119793,0.020027126824157818
12,0.7681927803085403,0.9999750847119793,0.020039634380519974
13,0.7682074839697579,0.9999750847119793,0.020055239234700404
14,0.7682221881938596,0.9999750847119793,0.020075724516227474
15,0.7682368929808778,0.9999750847119793,0.02012323458778112
16,0.7682515983308449,0.9999750847119793,0.020132904258266617
17,0.7682663042437932,0.9999750847119793,0.020145826799064275
18,0.768281010719755,0.9999750847119793,0.02018986705219282
19,0.7682957177587626,0.9999750847119793,0.0202125581026657
20,0.7683104253608484,0.9999750847119793,0.020257979688208506
21,0.7683251335260448,0.9999750847119793,0.020344970807133465
22,0.7683398422543839,0.9999750847119793,0.020357894218816664
23,0.7683545515458984,0.9999750847119793,0.020360509537171674
24,0.7683692614006203,0.9999750847119793,0.020405795159099363
25,0.7683839718185821,0.9999750847119793,0.020415653273371547
26,0.7683986827998162,0.9999750847119793,0.020454405429523596
27,0.7684133943443548,0.9999750847119793,0.02045910186229497
28,0.7684281064522305,0.9999750847119793,0.020484328008668666
29,0.7684428191234755,0.9999750847119793,0.020540792637147427
30,0.7684575323581221,0.9999750847119793,0.02054760207892655
31,0.7684722461562027,0.9999750847119793,0.020553632821080612
32,0.7684869605177498,0.9999750847119793,0.020564642975327712
33,0.7685016754427956,0.9999750847119793,0.020572747597967633
34,0.7685163909313726,0.9999750847119793,0.020601091536718335
35,0.768531106983513,0.9999750847119793,0.020670511526460152
36,0.7685458235992494,0.9999750847119793,0.02067883091905647
37,0.768560540778614,0.9999750847119793,0.020746571739722525
38,0.7685752585216392,0.9999750847119793,0.020754661204170376
39,0.7685899768283575,0.9999750847119793,0.02075562541123445
40,0.7686046956988012,0.9999750847119793,0.02079278934883545
41,0.7686194151330027,0.9999750847119793,0.020833269698522814
42,0.7686341351309943,0.9999750847119793,0.02084959734726336
43,0.7686488556928086,0.9999750847119793,0.020865805988556394
44,0.7686635768184779,0.9999750847119793,0.020881028822798336
45,0.7686782985080344,0.9999750847119793,0.0208868723855195
46,0.7686930207615108,0.9999750847119793,0.021014525537253317
47,0.7687077435789393,0.9999750847119793,0.021018010481888692
48,0.7687224669603524,0.9999750847119793,0.021020320714470134
49,0.7687371909057825,0.9999750847119793,0.021043258403482406
50,0.768751915415262,0.9999750847119793,0.021063571332652603
51,0.7687666404888234,0.9999750847119793,0.021068941435309026
52,0.7687813661264988,0.9999750847119793,0.021116705069750667
53,0.768796092328321,0.9999750847119793,0.02114927416311582
54,0.7688108190943223,0.9999750847119793,0.021202995721759908
55,0.7688255464245349,0.9999750847119793,0.021265618135212522
56,0.7688402743189916,0.9999750847119793,0.02128301469003735
57,0.7688550027777246,0.9999750847119793,0.02136189533949126
58,0.7688697318007662,0.9999750847119793,0.021366169523389864
59,0.7688844613881491,0.9999750847119793,0.021368314377511924
60,0.7688991915399057,0.9999750847119793,0.02152542024428834
61,0.7689139222560684,0.9999750847119793,0.021562242813593282
62,0.7689286535366695,0.9999750847119793,0.021600966866517513
63,0.7689433853817416,0.9999750847119793,0.021640683807506386
