,fpr,tpr,thresholds
0,0.0,0.0,1.9998495858938137
1,0.0,2.491528802072952e-05,0.9998495858938138
2,0.0,0.0010713573848913694,0.9997498159130288
3,0.0,0.0011211879609328284,0.9997496195412695
4,0.0,0.003787123779150887,0.9997186497810229
5,0.0,0.003836954355192346,0.999718595735569
6,0.0,0.004011361371337453,0.9997170590738483
7,0.0,0.004086107235399641,0.9997170178515742
8,0.0,0.004634243571855691,0.9997130883572912
9,0.0,0.004684074147897149,0.9997130640952104
10,0.0,0.007175602949970101,0.9996936054465885
11,0.0,0.007250348814032291,0.999693454734612
12,0.0,0.009642216464022324,0.9996795225146032
13,0.0,0.009692047040063783,0.9996793625694859
14,0.0,0.010688658560892964,0.9996750402335742
15,0.0,0.010763404424955152,0.999674898817107
16,0.0,0.010813235000996612,0.9996747680172691
17,0.0,0.010987642017141717,0.9996739942240764
18,0.0,0.011037472593183177,0.9996737632279773
19,0.0,0.011137133745266096,0.9996733456384054
20,0.0,0.011211879609328283,0.9996732021807677
21,0.0,0.011311540761411202,0.9996728919423716
22,0.0,0.011361371337452662,0.999672711867318
23,0.0,0.012507474586406218,0.9996668411448107
24,0.0,0.012557305162447678,0.9996667740341572
25,0.0,0.012632051026509867,0.9996664714765053
26,0.0,0.012681881602551326,0.9996664170788042
27,0.0,0.012831373330675702,0.9996655251809585
28,0.0,0.012881203906717162,0.9996651893776592
29,0.0,0.013155272074945186,0.9996641518521663
30,0.0,0.013254933227028105,0.9996637386314278
31,0.0,0.014251544747857284,0.99965838499653
32,0.0,0.014301375323898744,0.9996581081696541
33,0.0,0.01455052820410604,0.9996571524425435
34,0.0,0.014600358780147498,0.999657090452749
35,0.0,0.014700019932230416,0.9996566179139185
36,0.0,0.014749850508271876,0.9996565416994411
37,0.0,0.015248156268686466,0.9996541405680681
38,0.0,0.015297986844727924,0.9996536802844368
39,0.0,0.015497309148893761,0.9996530782957096
40,0.0,0.01557205501295595,0.999652940384792
41,0.0,0.016792904125971696,0.9996480155787771
42,0.0,0.016867649990033883,0.9996480006015818
43,0.0,0.016967311142116803,0.9996474993874411
44,0.0,0.01704205700617899,0.9996473304483119
45,0.0,0.01756527805461431,0.999644760886477
46,0.0,0.01761510863065577,0.9996447603251143
47,0.0,0.01768985449471796,0.9996446210213803
48,0.0,0.017739685070759417,0.9996444721402487
49,0.0,0.017764600358780146,0.99964437070364
50,0.0,0.017814430934821608,0.9996443426255737
51,0.0,0.017864261510863066,0.9996441594613175
52,0.0,0.017914092086904525,0.9996441073990875
53,0.0,0.018387482559298386,0.9996426708918115
54,0.0,0.018437313135339844,0.9996422811199085
55,0.0,0.018885788319712975,0.9996402504775157
56,0.0,0.018935618895754434,0.9996401254960099
57,0.0,0.01911002591189954,0.9996393367381229
58,0.0,0.01920968706398246,0.999639043667243
59,0.0,0.019683077536376322,0.9996369267240139
60,0.0,0.01973290811241778,0.999636836843914
61,0.0,0.02023121387283237,0.9996340301442438
62,0.0,0.02028104444887383,0.9996339681748085
63,0.0,0.02125274068168228,0.9996287709864345
64,0.0,0.02130257125772374,0.9996286753678432
65,0.0,0.021651385290013953,0.9996274310947826
66,0.0,0.02170121586605541,0.9996273081685114
67,0.0,0.021900538170221247,0.9996262526942683
68,0.0,0.021950368746262706,0.9996261984368889
69,0.0,0.022000199322304168,0.9996260618023517
70,0.0,0.022050029898345626,0.9996260317840266
71,0.0,0.022498505082718757,0.9996243610715234
72,0.0,0.022548335658760216,0.9996243480418223
73,0.0,0.02267291209886386,0.9996238221494765
74,0.0,0.022722742674905323,0.9996238210452114
75,0.0,0.023470201315527208,0.9996203643331663
76,0.0,0.023520031891568666,0.9996202472858388
77,0.0,0.023569862467610125,0.9996199034189778
78,0.0,0.023619693043651583,0.9996198065221847
79,0.0,0.02431732110823201,0.9996170054903839
80,0.0,0.02436715168427347,0.9996167031026116
81,0.0,0.025264102053019735,0.9996116084648037
82,0.0,0.025313932629061193,0.9996113460968722
83,0.0,0.025737492525413595,0.9996087861723189
84,0.0,0.025787323101455054,0.9996087636241296
85,0.0,0.025812238389475783,0.9996087454011519
86,0.0,0.02586206896551724,0.9996086814145817
87,0.0,0.026161052421765994,0.9996072421265734
88,0.0,0.026210882997807456,0.9996072007349961
89,0.0,0.026310544149890373,0.9996067054129492
90,0.0,0.02636037472593183,0.9996065542420166
91,0.0,0.02641020530197329,0.9996063340896185
92,0.0,0.02646003587801475,0.9996063081881097
93,0.0,0.027182579230615907,0.9996027436782118
94,0.0,0.027232409806657365,0.9996025350858394
95,0.0,0.027705800279051226,0.9996002359742551
96,0.0,0.027755630855092684,0.9996001051333283
97,0.0,0.029125971696232808,0.9995908971806097
98,0.0,0.029225632848315728,0.9995907908213143
99,0.0,0.03161750049830576,0.9995780151273506
100,0.0,0.03166733107434722,0.9995778102283647
101,0.0,0.0330875024915288,0.9995695588301098
102,0.0,0.03313733306757026,0.9995694592429156
103,0.0,0.03602750647797488,0.9995531235519715
104,0.0,0.036102252342037074,0.9995530446707118
105,0.0,0.036475981662348014,0.9995506601450299
106,0.0,0.03652581223838947,0.9995504317257503
107,0.0,0.039615307952959936,0.9995375247988737
108,0.0,0.039665138529001394,0.9995375154061524
109,0.0,0.043427347020131554,0.9995231986915208
110,0.0,0.04347717759617301,0.9995230573308587
111,0.0,0.04414989037273271,0.999520526172863
112,0.0,0.04419972094877417,0.9995205081233608
113,0.0,0.04552023121387283,0.9995163444153707
114,0.0,0.04557006178991429,0.9995163283752834
115,0.0,0.04664141917480566,0.999513188411445
116,0.0,0.04669124975084712,0.9995130552221231
117,0.0,0.04766294598365557,0.9995093843251905
118,0.0,0.04771277655969703,0.9995092176000625
119,0.0,0.04791209886386286,0.999508636644482
120,0.0,0.04796192943990433,0.9995083932873995
121,0.0,0.050179390073749254,0.9995000819856321
122,0.0,0.05022922064979071,0.9995000107403895
123,0.0,0.051699222643013756,0.9994957512842056
124,0.0,0.051749053219055215,0.9994956584635147
125,0.0,0.05187362965915886,0.999495477733856
126,0.0,0.05192346023520032,0.999495468205742
127,0.0,0.052172613115407614,0.9994948344623694
128,0.0,0.052247358979469805,0.9994947735615954
129,0.0,0.05257125772373929,0.9994938747279923
130,0.0,0.052670918875822204,0.9994937304420256
131,0.0,0.052994817620091686,0.9994926588834896
132,0.0,0.053044648196133144,0.9994926515668802
133,0.0,0.05434024317321108,0.9994888859361196
134,0.0,0.05439007374925254,0.9994888251790567
135,0.0,0.05476380306956349,0.9994878130881542
136,0.0,0.054813633645604945,0.9994878097128496
137,0.0,0.05546143113414391,0.9994857156229782
138,0.0,0.05551126171018537,0.9994856344182165
139,0.0,0.05563583815028902,0.9994850817250751
140,0.0,0.055685668726330476,0.9994850421131851
141,0.0,0.05571058401435121,0.9994850352322852
142,0.0,0.055760414590392667,0.9994848291379134
143,0.0,0.05598465218257923,0.9994845291916142
144,0.0,0.05603448275862069,0.9994845246095785
145,0.0,0.057305162447677895,0.9994812347965881
146,0.0,0.05735499302371935,0.9994811768933649
147,0.0,0.057678891767988835,0.9994802041384985
148,0.0,0.0577287223440303,0.999480180368147
149,0.0,0.058376519832569265,0.9994783402933767
150,0.0,0.058426350408610724,0.9994783074445894
151,0.0,0.0603448275862069,0.9994728207327389
152,0.0,0.06039465816224836,0.999472766026206
153,0.0,0.06124177795495316,0.9994708040465277
154,0.0,0.06129160853099462,0.999470798775693
155,0.0,0.06146601554713973,0.9994703702821924
156,0.0,0.061515846123181186,0.9994702990722351
157,0.0,0.061565676699222645,0.9994702239580097
158,0.0,0.06164042256328483,0.9994702051119303
159,0.0,0.0622882200518238,0.9994690069921732
160,0.0,0.06233805062786526,0.9994689803844649
161,0.0,0.062362965915885984,0.9994689506491805
162,0.0,0.06241279649192745,0.9994689331818412
163,0.0,0.062437711779948175,0.9994688772546761
164,0.0,0.062487542355989634,0.999468805307037
165,0.0,0.06343432330077736,0.9994659750182197
166,0.0,0.06348415387681881,0.9994659599294379
167,0.0,0.06360873031692246,0.9994657174716525
168,0.0,0.06365856089296393,0.9994657039450995
169,0.0,0.0638080526210883,0.999465317637095
170,0.0,0.06385788319712976,0.9994652903392787
171,0.0,0.06420669722941998,0.9994646395155594
172,0.0,0.06425652780546143,0.9994645702545177
173,0.0,0.06428144309348216,0.9994644854595671
174,0.0,0.06433127366952363,0.9994643082744873
175,0.0,0.06530296990233207,0.9994622180355058
176,0.0,0.06535280047837352,0.9994620868164071
177,0.0,0.06652381901534782,0.9994599190096938
178,0.0,0.06657364959138928,0.9994599024952683
179,0.0,0.0666733107434722,0.9994596259326808
180,0.0,0.06672314131951365,0.9994595860809135
181,0.0,0.06677297189555512,0.9994594854913368
182,0.0,0.06682280247159657,0.9994594810468974
183,0.0,0.06933924656169026,0.9994532207863102
184,0.0,0.06938907713773171,0.9994531835352858
185,0.0,0.06951365357783536,0.9994528096068619
186,0.0,0.06956348415387682,0.9994528088665882
187,0.0,0.07095874028303767,0.9994491469528424
188,0.0,0.07100857085907913,0.9994488982123275
189,0.0,0.07227925054813633,0.9994463693709605
190,0.0,0.07237891170021925,0.9994463618214127
191,0.0,0.07287721746063384,0.9994447335767427
192,0.0,0.07292704803667531,0.999444676564291
193,0.0,0.07322603149292406,0.9994438535166768
194,0.0,0.07327586206896551,0.9994438373432996
195,0.0,0.07492027107833367,0.9994403713888772
196,0.0,0.07497010165437512,0.9994403500346893
197,0.0,0.07516942395854095,0.9994399291600643
198,0.0,0.07521925453458242,0.9994398333045501
199,0.0,0.0759667131752043,0.9994382837885271
200,0.0,0.07601654375124577,0.9994382570013108
201,0.0,0.07666434123978473,0.9994371182292179
202,0.0,0.0767141718158262,0.9994370812828612
203,0.0,0.07800976679290413,0.99943426187814
204,0.0,0.07805959736894559,0.999434172755062
205,0.0,0.07843332668925652,0.9994331834922585
206,0.0,0.07848315726529799,0.9994331594886946
207,0.0,0.07865756428144309,0.9994325238215194
208,0.0,0.078757225433526,0.9994324292184554
209,0.0,0.08219553518038669,0.9994232165377599
210,0.0,0.08224536575642814,0.9994231440882191
211,0.0,0.08575842136735101,0.9994155514827238
212,0.0,0.08580825194339246,0.9994153525191025
213,0.0,0.08685469404026311,0.999412434866755
214,0.0,0.08690452461630456,0.9994123675056356
215,0.0,0.08797588200119594,0.9994096348642667
216,0.0,0.08805062786525812,0.9994096158690029
217,0.0,0.08817520430536177,0.9994094299796643
218,0.0,0.08822503488140324,0.9994093898808902
219,0.0,0.08914690053817022,0.9994071437375321
220,0.0,0.08919673111421168,0.9994070889682234
221,0.0,0.089719952162647,0.9994054600167491
222,0.0,0.08976978273868846,0.9994054155932756
223,0.0,0.09128961530795296,0.9994007065239785
